Model , GRSpeciesAFull , GRSpeciesBFull , GRASolo , GRBSolo , TypeOfInteraction,Patient
SRR13077679.bin.19.fbc2XSRR13077679.bin.13.fbc2 ,16.85712123186448,7.950434953190464,16.857121231864483,7.950434953190466, Neutralism,Healthy
SRR13077679.bin.19.fbc2XSRR13077679.bin.8.fbc2 ,16.85712123186448,12.302517977082884,16.857121231864483,12.36144208929534, Neutralism,Healthy
SRR13077679.bin.24.fbc2XSRR13077679.bin.6.fbc2 ,34.165309536538565,8.505813103927016,34.1770087434358,25.341095875543317, Amensalism,Healthy
SRR13077679.bin.24.fbc2XSRR13077679.bin.3.fbc2 ,34.1770087434358,0.0,34.1770087434358,10.723023446534151, Amensalism,Healthy
SRR13077679.bin.3.fbc2XSRR13077679.bin.13.fbc2 ,10.723023446534151,0.0,10.72302344653415,7.950434953190463, Amensalism,Healthy
SRR13077679.bin.18.fbc2XSRR13077679.bin.4.fbc2 ,16.62218735552203,24.985910325999733,16.622187355522033,28.73111538998552, Amensalism,Healthy
SRR13077679.bin.4.fbc2XSRR13077679.bin.6.fbc2 ,15.672113151664645,22.346568238437804,28.73111538998554,25.34109587554332, Competition,Healthy
SRR13077679.bin.24.fbc2XSRR13077679.bin.4.fbc2 ,30.19168067116237,18.958880173266994,34.1770087434358,28.73111538998553, Competition,Healthy
SRR13077679.bin.19.fbc2XSRR13077679.bin.22.fbc2 ,16.85712123186448,23.08493147828453,16.857121231864483,23.806365891557935, Neutralism,Healthy
SRR13077679.bin.24.fbc2XSRR13077679.bin.19.fbc2 ,34.11591605648218,16.857121231864475,34.1770087434358,16.85712123186448, Neutralism,Healthy
SRR13077679.bin.4.fbc2XSRR13077679.bin.13.fbc2 ,28.65315537446516,0.0885317865247792,28.73111538998554,7.950434953190466, Amensalism,Healthy
SRR13077679.bin.3.fbc2XSRR13077679.bin.6.fbc2 ,0.1530491277719679,25.28701116238457,10.72302344653415,25.34109587554331, Amensalism,Healthy
SRR13077679.bin.22.fbc2XSRR13077679.bin.16.fbc2 ,23.30633387476286,15.843802374411917,23.80636589155796,15.843802374411888, Neutralism,Healthy
SRR13077679.bin.18.fbc2XSRR13077679.bin.6.fbc2 ,16.62218735552203,20.98845686971223,16.622187355522033,25.34109587554332, Amensalism,Healthy
SRR13077679.bin.22.fbc2XSRR13077679.bin.25.fbc2 ,12.95254464462579,38.69216249433417,23.80636589155796,47.74108242505149, Competition,Healthy
SRR13077679.bin.1.fbc2XSRR13077679.bin.8.fbc2 ,10.483415092442293,12.354416317278575,14.92719806361981,12.36144208929534, Amensalism,Healthy
SRR13077679.bin.10.fbc2XSRR13077679.bin.25.fbc2 ,0.5923527281847492,47.32826430928736,16.586371936457454,47.741082425051474, Amensalism,Healthy
SRR13077679.bin.4.fbc2XSRR13077679.bin.25.fbc2 ,12.059574706703875,46.53570810374095,28.73111538998554,47.74108242505149, Amensalism,Healthy
SRR13077679.bin.10.fbc2XSRR13077679.bin.6.fbc2 ,0.1577763951097908,25.287121577613117,16.586371936457454,25.34109587554331, Amensalism,Healthy
SRR13077679.bin.19.fbc2XSRR13077679.bin.16.fbc2 ,16.85712123186448,15.843802374411895,16.857121231864483,15.84380237441191, Neutralism,Healthy
SRR13077679.bin.6.fbc2XSRR13077679.bin.8.fbc2 ,25.287148529681787,0.1337937652561207,25.341095875543317,12.36144208929534, Amensalism,Healthy
SRR13077679.bin.18.fbc2XSRR13077679.bin.22.fbc2 ,16.622187355522033,19.278467882232334,16.622187355522033,23.80636589155796, Amensalism,Healthy
SRR13077679.bin.4.fbc2XSRR13077679.bin.16.fbc2 ,27.332306500437376,15.843802374411885,28.73111538998554,15.843802374411885, Neutralism,Healthy
SRR13077679.bin.1.fbc2XSRR13077679.bin.19.fbc2 ,13.689005903275993,16.857121231864483,14.92719806361981,16.85712123186448, Neutralism,Healthy
SRR13077679.bin.1.fbc2XSRR13077679.bin.25.fbc2 ,11.654390361681775,47.73518056873568,14.92719806361981,47.74108242505147, Amensalism,Healthy
SRR13077679.bin.22.fbc2XSRR13077679.bin.6.fbc2 ,17.936365629783023,14.19478650505884,23.80636589155796,25.341095875543317, Competition,Healthy
SRR13077679.bin.10.fbc2XSRR13077679.bin.4.fbc2 ,1.4494315478380664,27.651985628841903,16.586371936457454,28.731115389985533, Amensalism,Healthy
SRR13077679.bin.13.fbc2XSRR13077679.bin.6.fbc2 ,0.1500679531431271,25.287285989783992,7.950434953190466,25.34109587554332, Amensalism,Healthy
SRR13077679.bin.1.fbc2XSRR13077679.bin.4.fbc2 ,11.613436548154542,28.23529408169624,14.92719806361981,28.73111538998553, Amensalism,Healthy
SRR13077679.bin.15.fbc2XSRR13077679.bin.25.fbc2 ,16.766112909341924,45.050488218437415,25.18106296434982,47.741082425051474, Amensalism,Healthy
SRR13077679.bin.10.fbc2XSRR13077679.bin.13.fbc2 ,16.586371936457454,0.0,16.586371936457454,7.950434953190463, Amensalism,Healthy
SRR13077679.bin.18.fbc2XSRR13077679.bin.8.fbc2 ,16.622187355522033,10.195296581775814,16.622187355522033,12.36144208929534, Amensalism,Healthy
SRR13077679.bin.22.fbc2XSRR13077679.bin.8.fbc2 ,22.16689543326532,1.7812189037429411,23.80636589155796,12.36144208929534, Amensalism,Healthy
SRR13077679.bin.3.fbc2XSRR13077679.bin.4.fbc2 ,2.197066735034708,26.550488281809557,10.72302344653415,28.73111538998553, Amensalism,Healthy
SRR13077679.bin.19.fbc2XSRR13077679.bin.6.fbc2 ,16.85712123186448,23.33283832591753,16.857121231864483,25.341095875543317, Neutralism,Healthy
SRR13077679.bin.4.fbc2XSRR13077679.bin.15.fbc2 ,25.726187416968347,18.62382203869438,28.73111538998554,25.181062964349817, Competition,Healthy
SRR13077679.bin.26.fbc2XSRR13077679.bin.8.fbc2 ,17.541125080044544,6.477809921202423,17.541186618474242,12.361442089295345, Amensalism,Healthy
SRR13077679.bin.24.fbc2XSRR13077679.bin.22.fbc2 ,23.586158906441774,22.699537089497383,34.1770087434358,23.806365891557935, Amensalism,Healthy
SRR13077679.bin.3.fbc2XSRR13077679.bin.25.fbc2 ,0.4099055759663604,47.42092611298401,10.72302344653415,47.741082425051474, Amensalism,Healthy
SRR13077679.bin.24.fbc2XSRR13077679.bin.15.fbc2 ,30.781480340815264,19.00082499771124,34.1770087434358,25.181062964349817, Amensalism,Healthy
SRR13077679.bin.3.fbc2XSRR13077679.bin.26.fbc2 ,6.8056559038954765,17.541125080044544,10.72302344653415,17.54118661847425, Amensalism,Healthy
SRR13077679.bin.24.fbc2XSRR13077679.bin.10.fbc2 ,23.09271207164037,16.515634579494577,34.1770087434358,16.586371936457454, Amensalism,Healthy
SRR13077679.bin.8.fbc2XSRR13077679.bin.25.fbc2 ,0.2548151733945036,47.57784430690232,12.36144208929534,47.741082425051474, Amensalism,Healthy
SRR13077679.bin.6.fbc2XSRR13077679.bin.16.fbc2 ,22.142318819239865,15.843802374411885,25.341095875543317,15.843802374411917, Amensalism,Healthy
SRR13077679.bin.10.fbc2XSRR13077679.bin.15.fbc2 ,13.297453819339465,18.48305849856762,16.586371936457454,25.181062964349817, Competition,Healthy
SRR13077679.bin.26.fbc2XSRR13077679.bin.16.fbc2 ,17.54118661847425,15.84380237441189,17.541186618474242,15.843802374411878, Neutralism,Healthy
SRR13077679.bin.18.fbc2XSRR13077679.bin.25.fbc2 ,11.69011518161477,47.47633341676545,16.622187355522033,47.74108242505149, Amensalism,Healthy
SRR13077679.bin.3.fbc2XSRR13077679.bin.19.fbc2 ,10.72302344653415,16.857121231864486,10.72302344653415,16.857121231864483, Neutralism,Healthy
SRR13077679.bin.18.fbc2XSRR13077679.bin.10.fbc2 ,16.622187355522026,12.283771919513422,16.622187355522033,16.586371936457457, Amensalism,Healthy
SRR13077679.bin.16.fbc2XSRR13077679.bin.25.fbc2 ,15.789817528263276,46.31446634161018,15.843802374412054,47.741082425051474, Neutralism,Healthy
SRR13077679.bin.6.fbc2XSRR13077679.bin.25.fbc2 ,9.08775668652046,47.47633341676545,25.341095875543317,47.741082425051474, Amensalism,Healthy
SRR13077679.bin.24.fbc2XSRR13077679.bin.26.fbc2 ,27.88526025598683,17.54118661847425,34.1770087434358,17.541186618474246, Amensalism,Healthy
SRR13077679.bin.13.fbc2XSRR13077679.bin.15.fbc2 ,7.950434953190464,20.97498662843304,7.950434953190466,25.18106296434982, Amensalism,Healthy
SRR13077679.bin.18.fbc2XSRR13077679.bin.26.fbc2 ,16.622187355522033,17.541186618474246,16.622187355522033,17.54118661847425, Neutralism,Healthy
SRR13077679.bin.18.fbc2XSRR13077679.bin.1.fbc2 ,16.62218735552203,13.689361521553854,16.622187355522033,14.927198063619802, Neutralism,Healthy
SRR13077679.bin.26.fbc2XSRR13077679.bin.6.fbc2 ,17.54112508004454,15.63021032629561,17.541186618474242,25.341095875543317, Amensalism,Healthy
SRR13077679.bin.3.fbc2XSRR13077679.bin.15.fbc2 ,10.680452482068803,19.631277533958595,10.72302344653415,25.181062964349817, Amensalism,Healthy
SRR13077679.bin.13.fbc2XSRR13077679.bin.25.fbc2 ,0.4022044608113644,47.37320958554581,7.950434953190466,47.741082425051474, Amensalism,Healthy
SRR13077679.bin.10.fbc2XSRR13077679.bin.16.fbc2 ,14.475863624322674,15.797432139517142,16.586371936457454,15.843802374411911, Amensalism,Healthy
SRR13077679.bin.24.fbc2XSRR13077679.bin.1.fbc2 ,34.169635427489375,10.61146618017288,34.1770087434358,14.927198063619802, Amensalism,Healthy
SRR13077679.bin.26.fbc2XSRR13077679.bin.13.fbc2 ,17.476417235200742,5.687621972878553,17.541186618474242,7.950434953190463, Amensalism,Healthy
SRR13077679.bin.18.fbc2XSRR13077679.bin.15.fbc2 ,16.622187355522026,22.97478233435273,16.622187355522033,25.18106296434982, Neutralism,Healthy
SRR13077679.bin.18.fbc2XSRR13077679.bin.19.fbc2 ,16.62218735552203,16.857121231864483,16.622187355522033,16.857121231864483, Neutralism,Healthy
SRR13077679.bin.18.fbc2XSRR13077679.bin.13.fbc2 ,16.62218735552203,7.950434953190463,16.622187355522033,7.950434953190466, Neutralism,Healthy
SRR13077679.bin.1.fbc2XSRR13077679.bin.15.fbc2 ,11.74521099037136,25.17304568495861,14.92719806361981,25.181062964349813, Amensalism,Healthy
SRR13077679.bin.15.fbc2XSRR13077679.bin.6.fbc2 ,18.47754151607873,21.96892293576724,25.181062964349817,25.341095875543317, Competition,Healthy
SRR13077679.bin.1.fbc2XSRR13077679.bin.26.fbc2 ,13.805433913922384,17.541186618474246,14.92719806361981,17.54118661847425, Neutralism,Healthy
SRR13077679.bin.24.fbc2XSRR13077679.bin.25.fbc2 ,19.443180547512213,47.47633341676545,34.1770087434358,47.74108242505149, Amensalism,Healthy
SRR13077679.bin.19.fbc2XSRR13077679.bin.10.fbc2 ,16.85712123186448,16.52707441068409,16.857121231864483,16.586371936457457, Neutralism,Healthy
SRR13077679.bin.26.fbc2XSRR13077679.bin.25.fbc2 ,17.395837249208785,33.87701154879021,17.541186618474242,47.741082425051474, Amensalism,Healthy
SRR13077679.bin.22.fbc2XSRR13077679.bin.4.fbc2 ,22.030824488088296,14.56653243343806,23.80636589155796,28.731115389985533, Amensalism,Healthy
SRR13077679.bin.26.fbc2XSRR13077679.bin.4.fbc2 ,17.541125080044544,19.6794497079405,17.541186618474242,28.731115389985533, Amensalism,Healthy
SRR13077679.bin.3.fbc2XSRR13077679.bin.22.fbc2 ,1.7717946729030274,22.16689543326534,10.72302344653415,23.80636589155793, Amensalism,Healthy
SRR13077679.bin.13.fbc2XSRR13077679.bin.16.fbc2 ,7.938733864228429,15.843802374411904,7.950434953190466,15.843802374411858, Neutralism,Healthy
SRR13077681.bin.18.fbc2XSRR13077681.bin.27.fbc2 ,16.468367756833093,24.54840819877068,16.468367756833082,24.548408198770662, Neutralism,Healthy
SRR13077681.bin.12.fbc2XSRR13077681.bin.27.fbc2 ,30.983908880348867,11.029322791427528,33.83978190546047,24.54840819877065, Amensalism,Healthy
SRR13077681.bin.14.fbc2XSRR13077681.bin.19.fbc2 ,0.0,41.91889888174191,8.17802570789369,41.9188988817419, Amensalism,Healthy
SRR13077681.bin.16.fbc2XSRR13077681.bin.23.fbc2 ,16.244000763233608,16.541432900139544,16.526527634333256,24.11685975526736, Amensalism,Healthy
SRR13077681.bin.21.fbc2XSRR13077681.bin.20.fbc2 ,16.069252003978132,16.32316550839389,16.21236157389185,16.32316550839389, Neutralism,Healthy
SRR13077681.bin.6.fbc2XSRR13077681.bin.21.fbc2 ,25.682049329171324,15.9209207676698,25.68218562385213,16.212361573891844, Neutralism,Healthy
SRR13077681.bin.23.fbc2XSRR13077681.bin.22.fbc2 ,23.81596596306142,16.79425570621365,24.11685975526735,16.794255706213654, Neutralism,Healthy
SRR13077681.bin.12.fbc2XSRR13077681.bin.23.fbc2 ,33.745134389304404,16.41490282106684,33.83978190546047,24.11685975526736, Amensalism,Healthy
SRR13077681.bin.16.fbc2XSRR13077681.bin.12.fbc2 ,2.4462946454252243,31.461991222029766,16.526527634333256,33.83978190546048, Amensalism,Healthy
SRR13077681.bin.16.fbc2XSRR13077681.bin.14.fbc2 ,16.526527634333263,0.0291075092958668,16.526527634333256,8.17802570789369, Amensalism,Healthy
SRR13077681.bin.9.fbc2XSRR13077681.bin.14.fbc2 ,16.85674571943803,1.988873574353008,16.85674571943803,8.178025707893687, Amensalism,Healthy
SRR13077681.bin.32.fbc2XSRR13077681.bin.20.fbc2 ,26.424157162658965,16.32316550839389,30.28711954604473,16.32316550839389, Amensalism,Healthy
SRR13077681.bin.16.fbc2XSRR13077681.bin.32.fbc2 ,0.0,30.28711954604475,16.526527634333256,30.28711954604474, Amensalism,Healthy
SRR13077681.bin.21.fbc2XSRR13077681.bin.19.fbc2 ,0.0,41.918898881741896,16.21236157389185,41.91889888174191, Amensalism,Healthy
SRR13077681.bin.18.fbc2XSRR13077681.bin.23.fbc2 ,16.468367756833086,24.116859755267352,16.468367756833082,24.11685975526736, Neutralism,Healthy
SRR13077681.bin.9.fbc2XSRR13077681.bin.22.fbc2 ,16.85674571943803,16.794255706213654,16.85674571943803,16.794255706213654, Neutralism,Healthy
SRR13077681.bin.16.fbc2XSRR13077681.bin.19.fbc2 ,0.0,41.91889888174191,16.526527634333256,41.9188988817419, Amensalism,Healthy
SRR13077681.bin.21.fbc2XSRR13077681.bin.22.fbc2 ,15.362410473791185,16.794255706213594,16.21236157389185,16.794255706213654, Neutralism,Healthy
SRR13077681.bin.6.fbc2XSRR13077681.bin.19.fbc2 ,17.261503247009593,41.619706197186765,25.68218562385213,41.91889888174191, Amensalism,Healthy
SRR13077681.bin.23.fbc2XSRR13077681.bin.1.fbc2 ,19.56968184723736,16.445809495360884,24.11685975526735,16.445809495360884, Amensalism,Healthy
SRR13077681.bin.26.fbc2XSRR13077681.bin.32.fbc2 ,20.170350985218764,24.90925837469646,24.198445239717596,30.287119546044742, Competition,Healthy
SRR13077681.bin.18.fbc2XSRR13077681.bin.6.fbc2 ,16.46836775683309,25.682185623852146,16.468367756833082,25.68218562385213, Neutralism,Healthy
SRR13077681.bin.21.fbc2XSRR13077681.bin.23.fbc2 ,15.35702350322942,22.093301288142744,16.21236157389185,24.11685975526736, Neutralism,Healthy
SRR13077681.bin.6.fbc2XSRR13077681.bin.22.fbc2 ,25.680469117377186,16.18838947271306,25.68218562385213,16.794255706213654, Neutralism,Healthy
SRR13077681.bin.14.fbc2XSRR13077681.bin.22.fbc2 ,8.141923925399867,16.59656636625831,8.17802570789369,16.794255706213654, Neutralism,Healthy
SRR13077681.bin.26.fbc2XSRR13077681.bin.21.fbc2 ,21.012832592808536,4.568759320410072,24.198445239717596,16.212361573891847, Competition,Healthy
SRR13077681.bin.32.fbc2XSRR13077681.bin.19.fbc2 ,17.1040108289138,39.74820848116865,30.28711954604473,41.91889888174191, Amensalism,Healthy
SRR13077681.bin.16.fbc2XSRR13077681.bin.21.fbc2 ,16.526527634333263,11.761659204888304,16.526527634333256,16.212361573891847, Amensalism,Healthy
SRR13077681.bin.16.fbc2XSRR13077681.bin.22.fbc2 ,12.494860737766276,16.59656636625831,16.526527634333256,16.794255706213654, Amensalism,Healthy
SRR13077681.bin.21.fbc2XSRR13077681.bin.32.fbc2 ,12.649101312789108,30.19971942016242,16.21236157389185,30.28711954604475, Amensalism,Healthy
SRR13077681.bin.32.fbc2XSRR13077681.bin.27.fbc2 ,15.431083600163769,24.237681950282564,30.28711954604473,24.54840819877067, Amensalism,Healthy
SRR13077681.bin.20.fbc2XSRR13077681.bin.27.fbc2 ,16.286382087872166,24.38479929708516,16.32316550839389,24.54840819877065, Neutralism,Healthy
SRR13077681.bin.21.fbc2XSRR13077681.bin.9.fbc2 ,16.103050359666216,16.69718788828903,16.21236157389185,16.85674571943803, Neutralism,Healthy
SRR13077681.bin.23.fbc2XSRR13077681.bin.27.fbc2 ,16.319705112067656,24.54796991744631,24.11685975526735,24.54840819877068, Amensalism,Healthy
SRR13077681.bin.31.fbc2XSRR13077681.bin.22.fbc2 ,17.111043508546917,16.794255706213654,17.111043508546928,16.794255706213654, Neutralism,Healthy
SRR13077681.bin.32.fbc2XSRR13077681.bin.9.fbc2 ,18.857536335387707,16.828378549629875,30.28711954604473,16.85674571943803, Amensalism,Healthy
SRR13077681.bin.14.fbc2XSRR13077681.bin.31.fbc2 ,8.141636426876307,17.111043508546924,8.17802570789369,17.111043508546928, Neutralism,Healthy
SRR13077681.bin.1.fbc2XSRR13077681.bin.14.fbc2 ,16.445809495360884,3.409293393449423,16.445809495360884,8.17802570789369, Amensalism,Healthy
SRR13077681.bin.9.fbc2XSRR13077681.bin.31.fbc2 ,16.85674571943803,17.11104350854692,16.85674571943803,17.11104350854692, Neutralism,Healthy
SRR13077681.bin.26.fbc2XSRR13077681.bin.20.fbc2 ,24.10899149110297,16.32316550839389,24.198445239717596,16.32316550839385, Neutralism,Healthy
SRR13077681.bin.16.fbc2XSRR13077681.bin.27.fbc2 ,10.25160342269698,14.451357024945716,16.526527634333256,24.54840819877067, Competition,Healthy
SRR13077681.bin.18.fbc2XSRR13077681.bin.1.fbc2 ,16.468367756833093,16.445809495360887,16.468367756833082,16.445809495360884, Neutralism,Healthy
SRR13077681.bin.21.fbc2XSRR13077681.bin.14.fbc2 ,13.858314169191116,8.177912374244146,16.21236157389185,8.17802570789369, Amensalism,Healthy
SRR13077681.bin.12.fbc2XSRR13077681.bin.9.fbc2 ,23.38181168645873,12.607373030027311,33.83978190546047,16.85674571943803, Competition,Healthy
SRR13077681.bin.32.fbc2XSRR13077681.bin.31.fbc2 ,30.219736136910623,17.111043508546928,30.28711954604473,17.11104350854692, Neutralism,Healthy
SRR13077681.bin.32.fbc2XSRR13077681.bin.22.fbc2 ,30.283976789306337,16.755280952056363,30.28711954604473,16.794255706213654, Neutralism,Healthy
SRR13077681.bin.26.fbc2XSRR13077681.bin.27.fbc2 ,20.17035098521878,18.73656768705861,24.198445239717596,24.548408198770662, Competition,Healthy
SRR13077681.bin.18.fbc2XSRR13077681.bin.21.fbc2 ,16.46836775683309,16.212361573891844,16.468367756833082,16.212361573891844, Neutralism,Healthy
SRR13077681.bin.18.fbc2XSRR13077681.bin.32.fbc2 ,16.468367756833082,30.287119546044742,16.468367756833082,30.287119546044742, Neutralism,Healthy
SRR13077681.bin.12.fbc2XSRR13077681.bin.1.fbc2 ,21.496600454571904,16.445588348405906,33.83978190546047,16.44580949536088, Amensalism,Healthy
SRR13077681.bin.9.fbc2XSRR13077681.bin.27.fbc2 ,14.489989493875608,14.48815967967946,16.85674571943803,24.548408198770616, Competition,Healthy
SRR13077681.bin.21.fbc2XSRR13077681.bin.1.fbc2 ,13.794526641522284,16.445809495360887,16.21236157389185,16.445809495360884, Amensalism,Healthy
SRR13077681.bin.1.fbc2XSRR13077681.bin.32.fbc2 ,16.445769286381235,21.43993806867737,16.445809495360884,30.287119546044725, Amensalism,Healthy
SRR13077681.bin.32.fbc2XSRR13077681.bin.14.fbc2 ,30.28711954604473,0.0,30.28711954604473,8.178025707893688, Amensalism,Healthy
SRR13077681.bin.6.fbc2XSRR13077681.bin.26.fbc2 ,21.84349863072383,21.09722674879827,25.68218562385213,24.198445239717596, Competition,Healthy
SRR13077681.bin.16.fbc2XSRR13077681.bin.1.fbc2 ,6.668022959080814,16.44558834840591,16.526527634333256,16.445809495360884, Amensalism,Healthy
SRR13077681.bin.12.fbc2XSRR13077681.bin.14.fbc2 ,33.83978190546048,0.0,33.83978190546047,8.178025707893688, Amensalism,Healthy
SRR13077681.bin.18.fbc2XSRR13077681.bin.31.fbc2 ,16.468367756833086,17.11104350854693,16.468367756833082,17.111043508546928, Neutralism,Healthy
SRR13077681.bin.20.fbc2XSRR13077681.bin.22.fbc2 ,16.32316550839389,16.794255706213654,16.32316550839389,16.794255706213654, Neutralism,Healthy
SRR13077681.bin.20.fbc2XSRR13077681.bin.19.fbc2 ,16.004411071761957,39.376655908449045,16.32316550839389,41.91889888174191, Neutralism,Healthy
SRR13077681.bin.16.fbc2XSRR13077681.bin.9.fbc2 ,4.01850401478394,16.828378549629875,16.526527634333256,16.85674571943803, Amensalism,Healthy
SRR13077681.bin.6.fbc2XSRR13077681.bin.23.fbc2 ,25.632017741018924,16.41490282106684,25.68218562385213,24.11685975526735, Amensalism,Healthy
SRR13077681.bin.12.fbc2XSRR13077681.bin.31.fbc2 ,33.78836247649116,17.09090976211573,33.83978190546047,17.111043508546928, Neutralism,Healthy
SRR13077681.bin.6.fbc2XSRR13077681.bin.9.fbc2 ,19.203402943478647,16.85674571943803,25.68218562385213,16.85674571943803, Amensalism,Healthy
SRR13077681.bin.31.fbc2XSRR13077681.bin.19.fbc2 ,17.111043508546917,39.43339340445581,17.111043508546928,41.9188988817419, Neutralism,Healthy
SRR13077681.bin.12.fbc2XSRR13077681.bin.19.fbc2 ,18.03109305956312,25.187243595565587,33.83978190546047,41.9188988817419, Competition,Healthy
SRR13077681.bin.31.fbc2XSRR13077681.bin.27.fbc2 ,17.090909762115732,24.49630490808185,17.111043508546928,24.548408198770662, Neutralism,Healthy
SRR13077681.bin.18.fbc2XSRR13077681.bin.20.fbc2 ,16.468367756833086,16.32316550839389,16.468367756833082,16.32316550839389, Neutralism,Healthy
SRR13077681.bin.22.fbc2XSRR13077681.bin.27.fbc2 ,16.755564898706737,24.545011772220505,16.794255706213654,24.54840819877066, Neutralism,Healthy
SRR13077681.bin.6.fbc2XSRR13077681.bin.31.fbc2 ,25.64409345249817,17.111043508546924,25.68218562385213,17.111043508546928, Neutralism,Healthy
SRR13077681.bin.14.fbc2XSRR13077681.bin.27.fbc2 ,0.0,24.54840819877065,8.17802570789369,24.54840819877067, Amensalism,Healthy
SRR13077681.bin.23.fbc2XSRR13077681.bin.9.fbc2 ,18.157804554600546,16.85674571943803,24.11685975526735,16.85674571943803, Amensalism,Healthy
SRR13077681.bin.12.fbc2XSRR13077681.bin.21.fbc2 ,33.632475019235905,3.194148696038201,33.83978190546047,16.212361573891844, Amensalism,Healthy
SRR13077681.bin.26.fbc2XSRR13077681.bin.1.fbc2 ,20.857615385979344,16.445809495360884,24.198445239717596,16.445809495360884, Amensalism,Healthy
SRR13077681.bin.18.fbc2XSRR13077681.bin.22.fbc2 ,16.46836775683308,16.794255706213654,16.468367756833082,16.794255706213654, Neutralism,Healthy
SRR13077681.bin.16.fbc2XSRR13077681.bin.18.fbc2 ,16.526527634333252,16.468367756833082,16.526527634333256,16.468367756833093, Neutralism,Healthy
SRR13077681.bin.12.fbc2XSRR13077681.bin.32.fbc2 ,19.377366927368115,22.532922314665687,33.83978190546047,30.287119546044757, Competition,Healthy
SRR13077681.bin.9.fbc2XSRR13077681.bin.19.fbc2 ,12.607373030027311,33.49537822916825,16.85674571943803,41.91889888174191, Competition,Healthy
SRR13077681.bin.1.fbc2XSRR13077681.bin.27.fbc2 ,16.445588348405906,15.005615103212042,16.445809495360884,24.548408198770648, Amensalism,Healthy
SRR13077681.bin.16.fbc2XSRR13077681.bin.20.fbc2 ,16.033776119011936,16.286152520486088,16.526527634333256,16.32316550839389, Neutralism,Healthy
SRR13077681.bin.23.fbc2XSRR13077681.bin.14.fbc2 ,23.905772528884693,0.6442169931470918,24.11685975526735,8.178025707893688, Amensalism,Healthy
SRR13077681.bin.12.fbc2XSRR13077681.bin.22.fbc2 ,33.83661880605371,15.812028607319634,33.83978190546047,16.794255706213654, Neutralism,Healthy
SRR13077681.bin.1.fbc2XSRR13077681.bin.20.fbc2 ,16.445809495360884,14.979690995124846,16.445809495360884,16.32316550839389, Neutralism,Healthy
SRR13077681.bin.6.fbc2XSRR13077681.bin.32.fbc2 ,17.261503247009585,30.039383917940803,25.68218562385213,30.28711954604475, Amensalism,Healthy
SRR13077681.bin.1.fbc2XSRR13077681.bin.19.fbc2 ,16.445588348405902,32.14172614818424,16.445809495360884,41.9188988817419, Amensalism,Healthy
SRR13077681.bin.23.fbc2XSRR13077681.bin.20.fbc2 ,22.56103902001454,16.249764073737857,24.11685975526735,16.32316550839389, Neutralism,Healthy
SRR13077681.bin.20.fbc2XSRR13077681.bin.14.fbc2 ,16.286382087872163,8.09626901353751,16.32316550839389,8.178025707893692, Neutralism,Healthy
SRR13077681.bin.1.fbc2XSRR13077681.bin.22.fbc2 ,16.44580949536088,16.794255706213654,16.445809495360884,16.794255706213654, Neutralism,Healthy
SRR13077681.bin.16.fbc2XSRR13077681.bin.26.fbc2 ,10.715307970967269,20.17035098521879,16.526527634333256,24.198445239717596, Competition,Healthy
SRR13077681.bin.26.fbc2XSRR13077681.bin.23.fbc2 ,21.097226748798263,20.91163973734474,24.198445239717596,24.11685975526736, Competition,Healthy
SRR13077681.bin.18.fbc2XSRR13077681.bin.14.fbc2 ,16.468367756833093,8.178025707893678,16.468367756833082,8.178025707893688, Neutralism,Healthy
SRR13077681.bin.18.fbc2XSRR13077681.bin.9.fbc2 ,16.468367756833086,16.85674571943803,16.468367756833082,16.85674571943803, Neutralism,Healthy
SRR13077681.bin.6.fbc2XSRR13077681.bin.1.fbc2 ,20.69029341316832,16.44580949536088,25.68218562385213,16.445809495360884, Amensalism,Healthy
SRR13077681.bin.18.fbc2XSRR13077681.bin.19.fbc2 ,16.449463731190182,40.63294967705424,16.468367756833082,41.91889888174191, Neutralism,Healthy
SRR13077681.bin.21.fbc2XSRR13077681.bin.27.fbc2 ,10.944160718945428,24.515113256163808,16.21236157389185,24.54840819877065, Amensalism,Healthy
SRR13077681.bin.27.fbc2XSRR13077681.bin.19.fbc2 ,17.242715530435497,32.63173376665739,24.54840819877066,41.918898881741896, Competition,Healthy
SRR13077681.bin.26.fbc2XSRR13077681.bin.12.fbc2 ,3.820509340667832,32.75322502048539,24.198445239717596,33.83978190546048, Amensalism,Healthy
SRR13077681.bin.6.fbc2XSRR13077681.bin.20.fbc2 ,25.471358080577797,16.32316550839389,25.68218562385213,16.32316550839389, Neutralism,Healthy
SRR13077681.bin.12.fbc2XSRR13077681.bin.20.fbc2 ,33.67832038954178,16.286382087872163,33.83978190546047,16.32316550839389, Neutralism,Healthy
SRR13077681.bin.18.fbc2XSRR13077681.bin.12.fbc2 ,16.468367756833093,33.83978190546047,16.468367756833082,33.83978190546048, Neutralism,Healthy
SRR13077681.bin.18.fbc2XSRR13077681.bin.26.fbc2 ,16.468367756833093,24.19844523971759,16.468367756833082,24.1984452397176, Neutralism,Healthy
SRR13077681.bin.1.fbc2XSRR13077681.bin.9.fbc2 ,16.44558834840591,9.539564314518696,16.445809495360884,16.85674571943803, Amensalism,Healthy
SRR13077681.bin.26.fbc2XSRR13077681.bin.19.fbc2 ,0.0,41.9188988817419,24.198445239717596,41.9188988817419, Amensalism,Healthy
